Company_ID,Industry,Years_in_Business,Annual_Revenue_M,Website_Visits_30d,Whitepaper_Downloads,Credit_Score_Proxy,Prior_Amex_Relationship,Converted
5759,Consulting,6,11.88,7,0,706,0,0
5760,Manufacturing,1,14.89,4,0,691,0,0
5761,Consulting,22,46.04,6,1,719,0,1
5762,Consulting,2,45.6,2,0,696,0,0
5763,Consulting,24,8.85,6,1,665,1,0
5764,Retail,11,3.68,6,0,702,0,0
5765,Consulting,3,15.01,6,0,850,0,1
5766,Consulting,10,29.3,7,1,759,1,1
5767,Consulting,6,43.91,4,0,651,0,0
5768,Tech,6,6.38,3,0,723,0,0
5769,Retail,20,21.04,0,2,581,1,0
5770,Manufacturing,21,13.95,4,1,675,0,0
5771,Tech,2,1.24,4,0,688,0,0
5772,Healthcare,24,39.53,3,1,724,0,1
5773,Retail,10,40.76,4,1,699,0,1
5774,Retail,23,11.45,6,0,680,1,0
5775,Healthcare,6,7.99,6,0,705,0,0
5776,Healthcare,23,7.66,4,0,717,0,0
5777,Healthcare,17,23.47,2,0,757,0,0
5778,Manufacturing,14,12.7,7,0,717,0,0
5779,Consulting,5,25.81,1,0,679,0,0
5780,Retail,23,19.55,3,2,650,1,0
5781,Consulting,17,10.94,5,0,674,0,0
5782,Consulting,2,37.68,2,2,636,0,1
5783,Healthcare,9,7.94,5,1,693,0,0
5784,Manufacturing,12,40.05,5,1,669,0,1
5785,Tech,19,28.29,4,0,717,0,0
5786,Manufacturing,22,41.69,5,0,648,0,1
5787,Consulting,7,0.74,9,0,803,0,0
5788,Manufacturing,9,37.58,3,1,687,1,0
5789,Healthcare,21,3.05,12,0,802,0,0
5790,Tech,16,47.53,5,0,652,0,0
5791,Healthcare,20,35.29,0,0,708,0,0
5792,Tech,11,16.35,1,0,673,0,0
5793,Consulting,12,16.33,4,0,750,0,0
5794,Tech,15,43.14,8,2,711,0,1
5795,Tech,18,45.19,9,1,629,0,1
5796,Tech,19,44.63,2,0,721,0,0
5797,Manufacturing,16,40.53,7,1,735,1,1
5798,Manufacturing,15,41.04,7,0,657,0,1
5799,Consulting,5,28.85,5,0,697,1,0
5800,Tech,11,1.9,10,0,763,0,0
5801,Retail,15,4.8,7,0,678,0,0
5802,Consulting,18,32.65,6,1,719,0,1
5803,Tech,13,20.36,5,2,609,1,0
5804,Tech,4,28.58,7,0,831,0,0
5805,Manufacturing,17,11.94,6,0,710,0,1
5806,Consulting,4,32.65,7,0,652,0,0
5807,Tech,16,12.52,5,0,664,0,0
5808,Tech,23,23.31,8,2,572,0,1
5809,Consulting,15,24.2,7,2,724,0,0
5810,Retail,14,9.29,10,0,747,0,1
5811,Consulting,12,43.87,7,0,843,1,0
5812,Consulting,3,26.53,4,0,718,1,0
5813,Retail,10,43.41,3,0,710,0,0
5814,Consulting,8,13.5,4,0,710,1,0
5815,Tech,6,9.03,5,0,660,0,0
5816,Consulting,22,1.39,7,0,683,0,0
5817,Retail,14,5.15,3,1,676,1,0
5818,Healthcare,17,7.8,10,0,654,0,0
5819,Consulting,21,4.4,6,1,707,0,0
5820,Manufacturing,19,44.9,7,2,744,0,1
5821,Tech,16,45.62,5,0,617,0,0
5822,Tech,15,46.9,8,0,699,0,0
5823,Manufacturing,15,48.01,7,0,737,1,1
5824,Manufacturing,1,24.85,10,0,717,1,1
5825,Consulting,24,26.74,8,2,723,1,1
5826,Manufacturing,23,6.98,7,1,731,0,0
5827,Healthcare,23,7.28,5,0,722,1,0
5828,Retail,12,38.75,5,1,624,0,1
5829,Manufacturing,10,42.86,8,0,733,1,0
5830,Manufacturing,14,39.34,4,0,670,0,0
5831,Healthcare,10,41.81,4,0,689,0,0
5832,Tech,10,14.19,3,1,721,0,0
5833,Tech,20,23.57,4,1,696,0,0
5834,Consulting,11,23.23,5,1,648,0,0
5835,Healthcare,22,49.77,5,1,747,0,1
5836,Retail,16,47.48,3,0,653,0,0
5837,Retail,9,30.13,7,0,681,0,1
5838,Healthcare,15,7.33,4,0,745,0,0
5839,Retail,14,13.3,2,0,655,0,0
5840,Tech,19,18.51,2,0,781,0,0
5841,Retail,9,43.72,4,0,660,0,0
5842,Retail,4,8.95,2,2,672,0,0
5843,Healthcare,21,11.38,7,0,710,0,1
5844,Healthcare,7,17.79,7,0,621,0,0
5845,Retail,22,46.38,5,1,626,0,1
5846,Manufacturing,8,25.44,3,1,800,1,0
5847,Healthcare,24,32.52,9,0,706,0,0
5848,Consulting,8,19.67,6,0,745,0,0
5849,Consulting,19,9.83,7,0,739,0,0
5850,Tech,15,11.53,6,2,707,0,0
5851,Retail,16,40.23,5,1,695,0,0
5852,Manufacturing,22,44.73,7,0,654,0,0
5853,Tech,23,24.91,4,0,768,0,0
5854,Retail,9,18.17,3,0,676,0,0
5855,Healthcare,12,40.49,8,0,673,0,0
5856,Consulting,16,33.82,9,0,568,0,0
5857,Manufacturing,4,2.52,1,0,772,0,0
5858,Consulting,5,17.86,2,0,692,0,0
5859,Healthcare,8,34.27,2,0,661,0,0
5860,Retail,1,28.9,2,2,791,0,0
5861,Healthcare,6,48.91,2,2,600,1,1
5862,Healthcare,15,43.37,2,0,637,0,0
5863,Consulting,4,3.46,3,0,632,0,1
5864,Manufacturing,21,36.43,7,0,722,0,0
5865,Healthcare,11,17.15,4,0,703,0,0
5866,Consulting,5,34.26,2,0,708,1,0
5867,Manufacturing,18,31.05,2,0,750,0,0
5868,Retail,24,25.4,2,0,707,0,0
5869,Retail,15,42.72,4,0,705,0,1
5870,Tech,18,35.58,7,2,596,0,1
5871,Consulting,20,44.53,0,0,715,0,0
5872,Manufacturing,13,14.44,4,2,648,0,0
5873,Healthcare,5,17.73,2,1,713,1,1
5874,Retail,1,31.29,5,0,721,0,0
5875,Manufacturing,22,48.34,5,1,737,0,1
5876,Consulting,18,18.89,5,0,832,1,0
5877,Tech,14,2.1,9,2,782,0,1
5878,Retail,5,22.57,6,1,765,0,0
5879,Manufacturing,6,27.42,4,0,666,0,0
5880,Manufacturing,24,40.15,6,2,815,0,1
5881,Manufacturing,16,36.57,5,0,719,0,1
5882,Consulting,22,48.25,4,0,815,0,0
5883,Consulting,21,39.24,6,1,736,0,1
5884,Consulting,12,15.28,4,0,570,0,0
5885,Healthcare,20,32.25,6,2,747,0,0
5886,Manufacturing,18,33.78,8,0,718,0,0
5887,Retail,2,49.9,8,0,676,0,0
5888,Consulting,23,7.37,5,1,725,1,0
5889,Consulting,21,9.97,3,0,697,1,0
5890,Manufacturing,23,8.2,4,1,722,0,0
5891,Consulting,13,29.66,1,0,680,1,0
5892,Healthcare,17,7.2,3,1,697,0,0
5893,Healthcare,17,32.97,5,0,674,0,0
5894,Consulting,16,40.29,1,1,673,0,0
5895,Manufacturing,21,21.92,4,0,706,1,0
5896,Manufacturing,18,28.25,4,0,732,0,0
5897,Manufacturing,8,45.68,5,0,639,0,0
5898,Tech,3,28.69,9,2,684,0,1
5899,Consulting,17,10.83,6,1,690,0,0
5900,Manufacturing,18,17.49,8,0,753,0,0
5901,Healthcare,23,26.73,6,0,713,0,0
5902,Retail,6,8.17,9,0,640,0,0
5903,Retail,8,30.82,4,2,714,0,1
5904,Manufacturing,23,49.96,8,0,722,0,0
5905,Retail,13,32.8,5,2,738,0,0
5906,Retail,8,18.93,2,1,669,0,0
5907,Tech,19,16.92,5,0,716,0,1
5908,Healthcare,6,46.61,11,0,707,1,1
5909,Healthcare,23,43.64,8,1,708,0,1
5910,Tech,15,23.88,8,1,702,0,0
5911,Tech,10,17.99,6,0,808,0,1
5912,Retail,17,35.67,3,0,819,0,0
5913,Consulting,1,16.07,1,0,752,0,0
5914,Retail,7,6.41,6,0,690,0,0
5915,Tech,13,15.85,6,0,733,1,0
5916,Healthcare,3,22.0,7,2,690,0,1
5917,Retail,19,13.14,4,2,696,1,0
5918,Consulting,15,11.23,8,0,679,0,0
5919,Retail,5,0.8,9,0,619,0,0
5920,Manufacturing,11,31.73,5,1,576,0,0
5921,Retail,22,30.92,5,0,675,1,0
5922,Tech,18,9.81,8,0,664,0,0
5923,Healthcare,3,47.21,2,1,662,1,0
5924,Healthcare,6,20.77,5,0,762,0,0
5925,Tech,3,1.76,5,0,658,0,0
5926,Manufacturing,5,11.38,3,0,638,0,0
5927,Tech,9,34.76,5,0,755,0,1
5928,Retail,19,10.48,4,0,690,0,0
5929,Tech,13,3.17,7,0,666,0,0
5930,Tech,6,31.08,4,0,689,0,0
5931,Manufacturing,11,26.16,5,0,744,0,0
5932,Retail,21,38.18,2,0,694,0,0
5933,Consulting,21,38.75,3,0,698,0,0
5934,Consulting,14,48.02,5,0,697,0,1
5935,Healthcare,6,3.32,7,0,711,0,0
5936,Tech,6,2.43,6,0,668,0,0
5937,Healthcare,17,49.37,6,2,615,0,1
5938,Manufacturing,11,32.42,4,0,709,0,0
5939,Consulting,15,35.91,8,2,659,0,1
5940,Tech,9,5.28,3,2,714,0,0
5941,Manufacturing,21,3.96,6,0,637,1,0
5942,Manufacturing,17,8.43,4,0,740,0,0
5943,Tech,24,21.65,5,0,662,0,0
5944,Manufacturing,7,5.95,3,0,684,0,0
5945,Tech,7,22.59,7,2,652,0,1
5946,Tech,21,28.3,7,1,750,1,0
5947,Retail,1,0.52,10,0,720,0,1
5948,Healthcare,8,6.16,9,0,644,0,0
5949,Manufacturing,5,19.07,4,0,813,0,0
5950,Manufacturing,19,3.14,4,0,655,0,0
5951,Retail,8,7.11,10,0,655,0,0
5952,Retail,17,11.97,6,1,720,0,0
5953,Retail,19,21.77,4,0,763,1,0
5954,Consulting,12,35.88,8,1,704,0,1
5955,Consulting,23,7.07,4,0,714,0,0
5956,Consulting,15,37.03,9,0,708,1,1
5957,Tech,4,42.83,2,1,674,0,0
5958,Manufacturing,23,32.75,7,0,708,0,0
5959,Healthcare,12,2.66,2,0,755,0,0
5960,Tech,13,22.31,8,0,779,0,0
5961,Manufacturing,14,33.17,8,0,732,0,0
5962,Manufacturing,5,48.94,2,0,754,1,0
5963,Retail,22,47.61,5,0,732,0,1
5964,Retail,16,20.09,6,1,681,0,0
5965,Tech,7,30.99,4,0,745,1,0
5966,Retail,15,44.6,5,0,636,0,0
5967,Manufacturing,13,41.64,4,1,690,1,0
5968,Retail,16,24.23,1,1,793,0,0
5969,Consulting,12,13.43,2,0,685,0,0
5970,Retail,7,7.29,3,0,704,0,0
5971,Manufacturing,16,24.66,6,1,663,0,0
5972,Tech,23,36.28,4,1,646,0,0
5973,Healthcare,23,48.5,6,0,713,0,0
5974,Retail,13,43.16,10,0,708,0,0
5975,Manufacturing,23,10.61,6,1,768,0,1
5976,Healthcare,3,36.13,7,0,624,1,0
5977,Healthcare,15,14.81,7,0,727,0,0
5978,Consulting,3,34.33,10,2,721,0,1
5979,Healthcare,7,33.46,6,0,673,0,0
5980,Manufacturing,18,13.99,6,0,739,0,0
5981,Manufacturing,14,12.1,7,0,624,0,1
5982,Retail,18,5.64,5,0,632,0,0
5983,Retail,19,3.0,10,0,607,0,0
5984,Retail,14,42.99,5,0,677,0,0
5985,Healthcare,20,2.97,6,0,714,0,0
5986,Healthcare,6,4.89,2,0,712,0,0
5987,Consulting,8,12.32,7,0,670,0,0
5988,Retail,7,44.44,5,2,783,0,1
5989,Tech,20,16.98,6,0,707,0,0
5990,Consulting,18,9.99,3,0,604,1,1
5991,Tech,18,35.92,5,0,799,0,0
5992,Healthcare,15,16.29,5,0,786,0,0
5993,Consulting,20,17.0,12,0,744,0,1
5994,Consulting,22,37.08,8,1,717,0,1
5995,Manufacturing,19,12.96,5,0,707,0,1
5996,Healthcare,22,44.89,1,1,646,1,0
5997,Healthcare,21,28.29,4,1,706,0,0
5998,Consulting,21,27.12,6,0,702,0,1
5999,Healthcare,2,13.61,5,2,713,0,1
6000,Consulting,8,41.84,7,1,675,0,0
6001,Manufacturing,21,28.85,2,0,610,0,0
6002,Consulting,11,8.2,8,1,746,0,1
6003,Healthcare,18,10.71,6,0,692,0,0
6004,Healthcare,23,23.68,3,0,681,1,0
6005,Consulting,13,39.09,3,0,722,0,0
6006,Consulting,9,47.0,5,0,754,0,1
6007,Consulting,9,33.34,4,1,662,0,1
6008,Retail,17,25.55,5,1,729,1,0
6009,Healthcare,7,12.91,3,1,728,1,0
6010,Healthcare,9,33.81,5,1,724,0,1
6011,Retail,22,49.12,3,0,719,0,0
6012,Consulting,1,24.07,6,1,729,0,0
6013,Manufacturing,2,8.53,4,0,699,0,0
6014,Consulting,4,5.62,2,0,739,1,1
6015,Consulting,14,13.83,4,1,701,0,0
6016,Retail,4,28.69,7,0,780,1,1
6017,Healthcare,2,47.37,9,0,768,1,0
6018,Consulting,8,15.31,7,0,765,0,0
6019,Healthcare,18,15.62,9,0,596,0,0
6020,Tech,19,24.32,2,0,666,1,0
6021,Healthcare,14,45.97,8,0,798,1,1
6022,Manufacturing,20,21.24,5,1,622,0,0
6023,Manufacturing,10,11.55,7,0,809,1,0
6024,Consulting,17,8.57,3,2,720,0,1
6025,Healthcare,8,23.12,3,1,697,0,0
6026,Consulting,14,40.13,11,0,669,0,1
6027,Retail,21,14.92,5,0,701,1,0
6028,Manufacturing,23,25.87,4,0,697,0,0
6029,Consulting,8,30.35,7,1,657,0,0
6030,Retail,5,22.8,8,1,636,0,0
6031,Consulting,16,9.99,1,2,635,0,0
6032,Healthcare,8,46.13,5,0,764,0,0
6033,Healthcare,10,28.49,4,0,733,0,0
6034,Healthcare,8,36.59,4,1,721,1,1
6035,Healthcare,9,31.98,2,0,649,0,0
6036,Tech,18,49.9,7,0,720,0,0
6037,Retail,3,23.09,9,0,784,1,0
6038,Retail,17,21.54,13,0,681,0,1
6039,Healthcare,20,18.33,6,0,691,0,1
6040,Tech,15,18.4,7,0,722,0,1
6041,Healthcare,21,14.15,4,2,625,1,0
6042,Tech,17,49.04,4,0,776,0,0
6043,Healthcare,8,43.6,5,0,743,0,0
6044,Manufacturing,2,16.18,2,0,733,0,1
6045,Manufacturing,17,15.61,4,2,703,0,0
6046,Consulting,18,5.62,2,0,636,0,0
6047,Healthcare,5,43.91,6,0,729,0,1
6048,Retail,9,18.9,8,0,689,1,0
6049,Consulting,9,28.84,4,0,750,0,0
6050,Manufacturing,2,45.07,3,0,689,0,0
6051,Healthcare,2,20.7,1,0,814,1,0
6052,Consulting,19,40.44,6,0,664,0,1
6053,Healthcare,23,21.8,7,2,668,0,1
6054,Manufacturing,3,35.2,7,0,659,0,0
6055,Consulting,17,21.84,1,0,818,0,1
6056,Manufacturing,14,19.94,5,0,648,0,0
6057,Tech,14,49.54,5,0,773,0,0
6058,Manufacturing,14,30.81,3,0,566,0,0
6059,Healthcare,6,18.69,0,2,697,1,0
6060,Retail,3,13.26,3,2,658,0,0
6061,Manufacturing,1,2.47,4,0,712,1,1
6062,Retail,16,35.48,9,1,773,0,0
6063,Tech,4,18.92,4,0,660,1,0
6064,Consulting,1,41.15,2,1,697,0,0
6065,Consulting,17,18.51,4,0,701,0,0
6066,Retail,18,18.98,7,1,718,1,1
6067,Consulting,8,39.07,10,2,661,0,1
6068,Manufacturing,2,24.73,5,0,695,0,0
6069,Retail,18,44.3,8,0,655,0,1
6070,Healthcare,16,29.71,1,0,747,0,0
6071,Manufacturing,10,12.41,4,0,710,0,0
6072,Manufacturing,8,28.63,7,0,679,1,0
6073,Manufacturing,12,0.7,5,1,665,0,0
6074,Healthcare,22,15.96,7,1,698,0,1
6075,Tech,16,10.79,3,0,691,0,0
6076,Consulting,12,32.88,3,0,758,1,0
6077,Retail,11,7.23,4,0,679,0,0
6078,Tech,20,14.86,6,0,654,0,0
6079,Retail,19,16.9,6,0,692,0,0
6080,Consulting,1,0.66,6,1,619,0,0
6081,Healthcare,3,2.81,8,0,743,0,0
6082,Manufacturing,12,15.9,5,0,769,1,0
6083,Manufacturing,9,11.51,5,2,785,0,1
6084,Healthcare,21,6.29,6,0,592,0,1
6085,Tech,22,8.13,5,0,680,0,0
6086,Tech,5,41.86,5,0,740,1,0
6087,Retail,1,34.32,4,0,713,1,0
6088,Healthcare,10,24.46,5,0,658,1,0
6089,Tech,17,45.49,7,1,712,0,1
6090,Healthcare,4,1.96,3,1,727,1,0
6091,Consulting,15,17.57,7,2,691,0,1
6092,Manufacturing,19,41.26,8,0,668,0,0
6093,Manufacturing,8,31.6,4,0,652,1,0
6094,Manufacturing,23,49.09,5,2,740,0,0
6095,Healthcare,15,47.25,7,2,753,0,1
6096,Healthcare,7,8.91,2,0,790,0,0
6097,Retail,15,48.61,5,0,712,0,1
6098,Manufacturing,8,47.3,3,0,677,0,1
6099,Retail,23,18.99,7,0,640,0,0
6100,Manufacturing,10,49.15,4,2,688,0,1
6101,Retail,18,2.27,1,0,706,0,0
6102,Retail,4,33.21,9,2,710,0,1
6103,Consulting,15,13.67,6,0,679,0,0
6104,Retail,11,6.91,1,2,785,0,1
6105,Healthcare,22,29.09,3,0,766,0,0
6106,Retail,3,15.66,2,0,768,0,0
6107,Manufacturing,15,33.51,3,0,685,0,0
6108,Retail,3,27.23,10,0,712,0,0
6109,Tech,15,19.93,3,0,675,0,0
6110,Manufacturing,6,9.5,1,0,689,0,0
6111,Tech,1,30.26,0,1,763,0,0
6112,Manufacturing,14,41.55,4,0,657,0,0
6113,Healthcare,16,30.2,5,0,700,0,1
6114,Healthcare,1,30.72,4,0,691,0,1
6115,Healthcare,21,25.84,2,0,680,1,0
6116,Tech,17,19.72,4,0,738,0,1
6117,Consulting,8,23.14,4,0,695,0,0
6118,Manufacturing,18,49.48,4,0,702,0,0
6119,Healthcare,16,37.61,3,0,751,1,1
6120,Manufacturing,6,21.81,4,0,707,1,0
6121,Tech,10,23.14,4,0,786,0,0
6122,Consulting,10,25.23,9,1,634,1,1
6123,Tech,5,33.14,5,2,768,0,0
6124,Manufacturing,12,23.56,5,0,739,0,0
6125,Consulting,20,34.47,4,0,737,1,0
6126,Consulting,17,16.79,6,0,659,0,0
6127,Tech,14,20.83,3,0,726,1,0
6128,Healthcare,14,43.27,6,0,628,0,0
6129,Manufacturing,3,16.78,5,0,724,1,0
6130,Retail,12,48.24,3,0,664,0,0
6131,Retail,20,9.04,6,1,746,0,0
6132,Tech,18,12.46,9,0,634,1,0
6133,Manufacturing,12,23.45,3,0,677,0,0
6134,Manufacturing,2,39.97,6,0,670,1,1
6135,Tech,2,36.71,9,1,709,0,0
6136,Manufacturing,17,9.14,1,0,686,0,0
6137,Healthcare,10,12.22,5,2,720,0,0
6138,Tech,18,28.98,9,0,658,1,1
6139,Healthcare,22,15.11,9,2,776,0,1
6140,Manufacturing,19,21.41,6,0,733,0,0
6141,Tech,21,24.59,5,0,650,0,0
6142,Manufacturing,1,29.92,3,0,771,0,1
6143,Tech,24,12.93,7,2,700,0,0
6144,Manufacturing,4,8.58,11,1,733,1,0
6145,Healthcare,4,20.23,5,2,695,0,1
6146,Healthcare,2,4.56,5,0,715,0,0
6147,Manufacturing,19,26.57,11,0,825,1,1
6148,Tech,21,42.06,7,0,740,0,1
6149,Retail,12,6.39,7,0,795,0,0
6150,Healthcare,10,6.08,2,0,737,0,0
6151,Healthcare,13,4.47,4,0,684,0,1
6152,Retail,22,42.47,9,0,692,0,0
6153,Manufacturing,23,4.49,2,0,713,0,0
6154,Tech,20,49.18,5,0,631,0,0
6155,Manufacturing,23,18.24,7,0,695,0,0
6156,Consulting,15,16.77,4,0,757,0,1
6157,Healthcare,3,5.04,2,0,757,1,0
6158,Consulting,23,29.49,7,0,655,0,0
6159,Healthcare,20,29.5,1,0,759,1,0
6160,Healthcare,13,24.94,5,0,680,0,0
6161,Consulting,8,15.9,5,0,568,0,0
6162,Consulting,7,18.74,4,0,668,0,1
6163,Manufacturing,24,16.36,5,0,741,0,0
6164,Consulting,8,21.59,6,0,668,1,0
6165,Manufacturing,18,17.42,8,0,711,0,0
6166,Manufacturing,9,33.94,4,0,677,0,0
6167,Manufacturing,6,15.14,6,1,685,0,1
6168,Healthcare,4,17.87,5,1,742,0,1
6169,Healthcare,15,22.06,3,0,807,0,0
6170,Consulting,5,0.7,4,0,677,1,0
6171,Healthcare,5,24.86,6,0,659,0,0
6172,Consulting,7,13.16,9,0,722,0,0
6173,Healthcare,9,3.28,8,0,705,0,0
6174,Tech,7,45.6,4,0,737,0,0
6175,Tech,9,16.46,0,0,784,0,0
6176,Consulting,20,21.59,4,0,759,0,0
6177,Healthcare,10,41.45,7,0,680,0,0
6178,Healthcare,4,8.76,2,0,723,0,0
6179,Manufacturing,6,42.59,4,2,703,0,0
6180,Retail,24,12.46,4,1,705,0,1
6181,Consulting,14,29.66,1,0,733,1,1
6182,Retail,9,34.44,3,1,669,0,0
6183,Retail,1,45.3,3,0,837,0,0
6184,Consulting,17,30.58,1,0,707,0,1
6185,Healthcare,13,22.93,2,0,706,0,0
6186,Consulting,24,28.83,12,0,711,0,1
6187,Retail,7,10.5,7,2,764,0,0
6188,Healthcare,9,34.61,6,0,657,0,0
6189,Tech,11,9.75,6,0,703,0,0
6190,Consulting,3,28.08,4,2,628,0,1
6191,Consulting,12,32.56,7,1,673,0,0
6192,Healthcare,21,44.98,4,2,728,1,0
6193,Tech,3,22.78,8,0,671,0,0
6194,Tech,15,38.88,5,0,703,0,0
6195,Healthcare,21,8.79,7,2,677,0,0
6196,Manufacturing,10,8.23,4,1,750,0,0
6197,Consulting,1,26.48,6,1,641,0,1
6198,Consulting,14,30.02,4,0,658,0,0
6199,Retail,20,31.8,5,0,659,0,0
6200,Healthcare,6,37.41,1,1,727,0,0
6201,Retail,2,15.1,4,0,680,1,0
6202,Retail,23,31.32,8,0,707,1,0
6203,Tech,8,9.81,1,0,766,0,0
6204,Consulting,1,11.34,4,0,684,0,0
6205,Retail,4,3.83,7,1,776,0,0
6206,Tech,4,37.48,8,1,593,0,0
6207,Healthcare,5,25.6,7,0,637,1,1
6208,Retail,20,12.29,8,1,686,0,0
6209,Consulting,9,28.03,6,0,627,0,0
6210,Retail,23,18.03,3,0,738,1,0
6211,Healthcare,13,41.94,2,1,724,0,0
6212,Retail,18,26.64,4,1,727,1,0
6213,Consulting,17,1.98,5,0,632,0,0
6214,Tech,1,49.26,1,1,690,0,0
6215,Consulting,22,4.18,4,1,698,0,1
6216,Tech,15,34.95,3,2,668,0,0
6217,Manufacturing,2,22.14,5,0,680,0,1
6218,Consulting,16,12.84,6,0,673,0,1
6219,Consulting,20,33.98,1,0,680,0,0
6220,Healthcare,22,6.73,4,0,774,0,0
6221,Retail,5,42.98,4,0,633,0,1
6222,Tech,22,12.91,5,2,630,0,0
6223,Tech,19,18.39,9,0,818,0,1
6224,Healthcare,5,31.82,2,1,799,0,1
6225,Healthcare,2,0.55,4,1,759,0,0
6226,Retail,7,23.9,7,0,646,0,0
6227,Retail,3,44.77,6,0,651,0,1
6228,Consulting,17,34.18,3,1,660,0,1
6229,Manufacturing,24,19.7,5,2,703,1,1
6230,Retail,24,33.19,10,1,722,0,1
6231,Healthcare,3,46.86,2,0,635,0,0
6232,Retail,13,9.8,3,0,682,1,0
6233,Tech,7,26.82,7,0,682,0,0
6234,Manufacturing,24,12.12,8,1,683,0,1
6235,Consulting,3,42.78,4,0,701,0,1
6236,Tech,15,36.19,8,0,707,0,1
6237,Tech,18,40.15,2,0,807,0,0
6238,Manufacturing,10,47.18,4,0,659,0,1
6239,Consulting,23,12.0,3,1,715,0,1
6240,Healthcare,7,2.91,3,2,667,1,0
6241,Consulting,9,14.9,5,0,806,0,0
6242,Retail,5,20.26,3,0,686,0,0
6243,Tech,20,31.45,4,1,656,0,1
6244,Retail,8,39.99,9,1,656,1,1
6245,Healthcare,14,17.82,6,0,688,0,1
6246,Retail,4,23.94,4,2,748,1,0
6247,Consulting,20,39.38,4,0,674,0,0
6248,Retail,14,11.65,6,1,717,0,1
6249,Healthcare,12,11.25,5,0,725,0,0
6250,Healthcare,2,29.67,2,0,722,0,0
6251,Healthcare,13,22.08,4,0,636,0,0
6252,Consulting,1,47.47,1,1,721,0,1
6253,Healthcare,20,18.17,6,0,695,0,0
6254,Tech,7,38.1,4,0,768,0,0
6255,Healthcare,9,29.36,7,0,710,0,1
6256,Retail,17,3.2,2,0,702,0,0
6257,Retail,21,4.68,4,0,746,0,0
6258,Retail,23,10.56,2,0,678,0,0
6259,Consulting,13,7.59,4,0,827,1,0
6260,Retail,23,16.8,4,1,660,0,0
6261,Consulting,10,29.16,2,0,686,0,1
6262,Consulting,16,30.32,5,0,645,0,0
6263,Healthcare,6,29.59,6,0,613,1,0
6264,Tech,16,6.32,5,0,681,0,0
6265,Healthcare,11,30.21,3,1,687,0,0
6266,Healthcare,20,20.78,3,0,665,0,0
6267,Consulting,3,45.2,3,1,621,0,0
6268,Consulting,9,45.64,3,2,768,0,0
6269,Retail,15,38.52,6,0,664,0,1
6270,Retail,13,35.3,11,1,669,1,0
6271,Healthcare,10,6.19,9,0,721,0,0
6272,Manufacturing,20,4.69,1,0,695,0,0
6273,Manufacturing,24,42.12,4,0,659,0,0
6274,Retail,13,21.64,6,2,713,1,0
6275,Manufacturing,17,22.84,5,1,713,0,0
6276,Retail,7,42.47,4,0,647,1,1
6277,Consulting,6,31.26,3,0,733,1,0
6278,Healthcare,13,9.38,4,0,674,0,0
6279,Tech,17,10.95,4,0,771,0,0
6280,Healthcare,15,0.82,4,0,761,1,0
6281,Retail,4,35.68,6,0,734,0,1
6282,Retail,15,24.54,4,2,720,1,0
6283,Healthcare,14,47.52,3,1,667,0,1
6284,Retail,21,35.84,3,0,626,1,1
6285,Manufacturing,11,5.61,3,0,622,0,0
6286,Manufacturing,24,8.5,7,0,638,0,0
6287,Retail,4,25.34,7,1,755,0,0
6288,Retail,3,46.28,6,0,731,1,1
6289,Manufacturing,2,12.74,6,0,699,0,0
6290,Retail,20,41.37,1,2,701,0,0
6291,Retail,10,15.96,4,0,706,0,0
6292,Healthcare,13,13.86,6,1,692,1,1
6293,Tech,20,45.12,5,2,742,0,1
6294,Manufacturing,21,2.84,5,2,738,1,1
6295,Healthcare,23,33.21,4,0,724,0,0
6296,Tech,18,2.64,3,0,667,0,0
6297,Retail,21,40.14,2,2,671,0,1
6298,Retail,16,41.56,2,1,705,0,0
6299,Healthcare,11,44.72,9,1,651,1,0
6300,Retail,10,9.71,8,2,664,0,1
6301,Consulting,9,6.66,6,0,654,0,0
6302,Healthcare,12,25.42,5,0,668,0,0
6303,Tech,19,13.95,4,0,632,0,0
6304,Healthcare,1,30.51,5,2,675,0,0
6305,Manufacturing,18,25.93,6,0,689,0,0
6306,Healthcare,14,7.67,4,0,697,1,0
6307,Retail,22,37.09,6,0,658,1,0
6308,Retail,21,40.29,8,0,763,1,1
6309,Consulting,1,48.17,3,0,736,1,0
6310,Consulting,17,20.08,6,0,678,0,0
6311,Consulting,11,17.22,3,1,729,0,1
6312,Tech,20,10.02,8,1,720,0,0
6313,Consulting,15,9.45,6,2,719,0,0
6314,Tech,4,16.39,5,0,730,0,0
6315,Consulting,15,49.1,5,0,695,0,1
6316,Tech,22,5.07,3,1,691,0,0
6317,Healthcare,22,13.34,11,0,611,0,0
6318,Healthcare,14,4.76,5,1,738,0,0
6319,Retail,22,14.04,3,0,726,1,0
6320,Tech,1,5.07,7,0,756,0,0
6321,Manufacturing,9,25.66,13,2,635,1,1
6322,Retail,7,22.2,6,0,766,0,0
6323,Healthcare,23,9.12,7,1,774,0,0
6324,Tech,11,9.15,6,0,731,0,0
6325,Consulting,23,31.49,4,0,717,0,0
6326,Manufacturing,2,19.66,4,0,701,0,0
6327,Healthcare,2,3.28,5,2,660,0,0
6328,Retail,6,46.05,3,0,708,0,0
6329,Tech,23,20.55,5,0,720,0,0
6330,Manufacturing,19,29.76,5,1,746,1,1
6331,Tech,20,44.33,9,0,776,0,0
6332,Consulting,14,20.41,2,0,704,0,0
